ID,Pokemon,Japanese,Species,Stats,Types,Resistances,Weaknesses,Images,Description,Abilities,Evolution
#050,Diglett,Digda,Mole Pokémon,"['HP: 10', 'Attack: 55', 'Defense: 25', 'Sp.Atk: 35', 'Sp.Def: 45', 'Speed: 95', 'Total: 265']",Ground,"['Poison 0.5x', 'Rock 0.5x']","['Grass 2x', 'Water 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/3/31/050Diglett.png/250px-050Diglett.png,Lives about one yard underground where it feeds on plant roots. It sometimes appears above ground.,"['Sand Veil or Arena Trap (Diglett)', 'Sand Veil or Tangling Hair (Alolan Diglett)', 'Sand Force (Hidden Ability)']",
#051,Dugtrio,Dugtrio,Mole Pokémon,"['HP: 35', 'Attack: 80', 'Defense: 50', 'Sp.Atk: 50', 'Sp.Def: 70', 'Speed: 120', 'Total: 405']",Ground,"['Poison 0.5x', 'Rock 0.5x']","['Grass 2x', 'Water 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/e/e5/051Dugtrio.png/250px-051Dugtrio.png,A team of Diglett triplets. It triggers huge earthquakes by burrowing 60 miles underground.,"['Sand Veil or Arena Trap (Dugtrio)', 'Sand Veil or Tangling Hair (Alolan Dugtrio)', 'Sand Force (Hidden Ability)']",
#052,Meowth,Nyarth,Scratch Cat Pokémon,"['HP: 40', 'Attack: 45', 'Defense: 35', 'Sp.Atk: 40', 'Sp.Def: 40', 'Speed: 90', 'Total: 290']",Normal,['None'],['Fighting 2x'],https://cdn.bulbagarden.net/upload/thumb/d/d6/052Meowth.png/250px-052Meowth.png,Adores circular objects. Wanders the streets on a nightly basis to look for dropped loose change.,"['Pickup or Technician', 'Unnerve (Meowth Hidden Ability)', 'Rattled (Alolan Meowth Hidden Ability)']",
#053,Persian,Persian,Classy Cat Pokémon,"['HP: 65', 'Attack: 70', 'Defense: 60', 'Sp.Atk: 65', 'Sp.Def: 65', 'Speed: 115', 'Total: 440']",Normal,['None'],['Fighting 2x'],https://cdn.bulbagarden.net/upload/thumb/1/13/053Persian.png/250px-053Persian.png,"Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness.","['Limber or Technician (Persian)', 'Fur Coat or Technician (Alolan Persian)', 'Unnerve (Persian Hidden Ability)', 'Rattled (Alolan Persian Hidden Ability)']",
#054,Psyduck,Koduck,Duck Pokémon,"['HP: 50', 'Attack: 52', 'Defense: 48', 'Sp.Atk: 65', 'Sp.Def: 50', 'Speed: 55', 'Total: 320']",Water,"['Steel 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Ice 0.5x']","['Grass 2x', 'Electric 2x']",https://cdn.bulbagarden.net/upload/thumb/5/53/054Psyduck.png/250px-054Psyduck.png,"While lulling its enemies with its vacant look, this wily Pokémon will use psychokinetic powers.","['Damp or Cloud Nine', 'Swift Swim (Hidden Ability)']",
#055,Golduck,Golduck,Duck Pokémon,"['HP: 80', 'Attack: 82', 'Defense: 78', 'Sp.Atk: 95', 'Sp.Def: 80', 'Speed: 85', 'Total: 500']",Water,"['Steel 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Ice 0.5x']","['Grass 2x', 'Electric 2x']",https://cdn.bulbagarden.net/upload/thumb/f/fe/055Golduck.png/250px-055Golduck.png,"Often seen swimming elegantly by lake shores. It is often mistaken for the Japanese monster, Kappa.","['Damp or Cloud Nine', 'Swift Swim (Hidden Ability)']",
#056,Mankey,Mankey,Pig Monkey Pokémon,"['HP: 40', 'Attack: 80', 'Defense: 35', 'Sp.Atk: 35', 'Sp.Def: 45', 'Speed: 70', 'Total: 305']",Fighting,"['Rock 0.5x', 'Bug 0.5x', 'Dark 0.5x']","['Flying 2x', 'Fairy 2x', 'Psychic 2x']",https://cdn.bulbagarden.net/upload/thumb/4/41/056Mankey.png/250px-056Mankey.png,Extremely quick to anger. It could be docile one moment then thrashing away the next instant.,"['Vital Spirit or Anger Point', 'Defiant (Hidden Ability)']",
#057,Primeape,Okorizaru,Pig Monkey Pokémon,"['HP: 65', 'Attack: 105', 'Defense: 60', 'Sp.Atk: 60', 'Sp.Def: 70', 'Speed: 95', 'Total: 455']",Fighting,"['Rock 0.5x', 'Bug 0.5x', 'Dark 0.5x']","['Flying 2x', 'Fairy 2x', 'Psychic 2x']",https://cdn.bulbagarden.net/upload/thumb/9/9a/057Primeape.png/250px-057Primeape.png,Always furious and tenacious to boot. It will not abandon chasing its quarry until it is caught.,"['Vital Spirit or Anger Point', 'Defiant (Hidden Ability)']",
#058,Growlithe,Gardie,Puppy Pokémon,"['HP: 55', 'Attack: 70', 'Defense: 45', 'Sp.Atk: 70', 'Sp.Def: 50', 'Speed: 60', 'Total: 350']",Fire,"['Bug 0.5x', 'Grass 0.5x', 'Fairy 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Ice 0.5x']","['Ground 2x', 'Rock 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/3/3d/058Growlithe.png/250px-058Growlithe.png,Very protective of its territory. It will bark and bite to repel intruders from its space.,"['Intimidate or Flash Fire', 'Justified (Hidden Ability)']",
#059,Arcanine,Windie,Legendary Pokémon,"['HP: 90', 'Attack: 110', 'Defense: 80', 'Sp.Atk: 100', 'Sp.Def: 80', 'Speed: 95', 'Total: 555']",Fire,"['Bug 0.5x', 'Grass 0.5x', 'Fairy 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Ice 0.5x']","['Ground 2x', 'Rock 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/b/b8/059Arcanine.png/250px-059Arcanine.png,A Pokémon that has been admired since the past for its beauty. It runs agilely as if on wings.,"['Intimidate or Flash Fire', 'Justified (Hidden Ability)']",
#060,Poliwag,Nyoromo,Tadpole Pokémon,"['HP: 40', 'Attack: 50', 'Defense: 40', 'Sp.Atk: 40', 'Sp.Def: 40', 'Speed: 90', 'Total: 300']",Water,"['Steel 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Ice 0.5x']","['Grass 2x', 'Electric 2x']",https://cdn.bulbagarden.net/upload/thumb/4/49/060Poliwag.png/250px-060Poliwag.png,Its newly grown legs prevent it from running. It appears to prefer swimming than trying to stand.,"['Water Absorb or Damp', 'Swift Swim (Hidden Ability)']",
#061,Poliwhirl,Nyorozo,Tadpole Pokémon,"['HP: 65', 'Attack: 65', 'Defense: 65', 'Sp.Atk: 50', 'Sp.Def: 50', 'Speed: 90', 'Total: 385']",Water,"['Steel 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Ice 0.5x']","['Grass 2x', 'Electric 2x']",https://cdn.bulbagarden.net/upload/thumb/a/a9/061Poliwhirl.png/250px-061Poliwhirl.png,"Capable of living in or out of water. When out of water, it sweats to keep its body slimy.","['Water Absorb or Damp', 'Swift Swim (Hidden Ability)']",
#062,Poliwrath,Nyorobon,Tadpole Pokémon,"['HP: 90', 'Attack: 85', 'Defense: 95', 'Sp.Atk: 70', 'Sp.Def: 90', 'Speed: 70', 'Total: 500']",Water/Fighting,"['Rock 0.5x', 'Bug 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Ice 0.5x', 'Dark 0.5x']","['Flying 2x', 'Grass 2x', 'Electric 2x', 'Fairy 2x', 'Psychic 2x']",https://cdn.bulbagarden.net/upload/thumb/2/2d/062Poliwrath.png/250px-062Poliwrath.png,An adept swimmer at both the front crawl and breast stroke. Easily overtakes the best human swimmers.,"['Water Absorb or Damp', 'Swift Swim (Hidden Ability)']",
#063,Abra,Casey,Psi Pokémon,"['HP: 25', 'Attack: 20', 'Defense: 15', 'Sp.Atk: 105', 'Sp.Def: 55', 'Speed: 90', 'Total: 310']",Psychic,"['Fighting 0.5x', 'Psychic 0.5x']","['Bug 2x', 'Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/6/62/063Abra.png/250px-063Abra.png,"Using its ability to read minds, it will identify impending danger and Teleport to safety.","['Synchronize or Inner Focus', 'Magic Guard (Hidden Ability)']",
#064,Kadabra,Yungerer,Psi Pokémon,"['HP: 40', 'Attack: 35', 'Defense: 30', 'Sp.Atk: 120', 'Sp.Def: 70', 'Speed: 105', 'Total: 400']",Psychic,"['Fighting 0.5x', 'Psychic 0.5x']","['Bug 2x', 'Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/9/97/064Kadabra.png/250px-064Kadabra.png,It emits special alpha waves from its body that induce headaches just by being close by.,"['Synchronize or Inner Focus', 'Magic Guard (Hidden Ability)']",
#065,Alakazam,Foodin,Psi Pokémon,"['HP: 55', 'Attack: 50', 'Defense: 45', 'Sp.Atk: 135', 'Sp.Def: 85', 'Speed: 120', 'Total: 490']",Psychic,"['Fighting 0.5x', 'Psychic 0.5x']","['Bug 2x', 'Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/c/cc/065Alakazam.png/250px-065Alakazam.png,"Its brain can outperform a super-computer. Its intelligence quotient is said to be 5,000.","['Synchronize or Inner Focus (Alakazam)', 'Magic Guard (Hidden Ability)', 'Trace (Mega Alakazam)']",
#066,Machop,Wanriky,Superpower Pokémon,"['HP: 70', 'Attack: 80', 'Defense: 50', 'Sp.Atk: 35', 'Sp.Def: 35', 'Speed: 35', 'Total: 305']",Fighting,"['Rock 0.5x', 'Bug 0.5x', 'Dark 0.5x']","['Flying 2x', 'Fairy 2x', 'Psychic 2x']",https://cdn.bulbagarden.net/upload/thumb/8/85/066Machop.png/250px-066Machop.png,Loves to build its muscles. It trains in all styles of martial arts to become even stronger.,"['Guts or No Guard', 'Steadfast (Hidden Ability)']",
#067,Machoke,Goriky,Superpower Pokémon,"['HP: 80', 'Attack: 100', 'Defense: 70', 'Sp.Atk: 50', 'Sp.Def: 60', 'Speed: 45', 'Total: 405']",Fighting,"['Rock 0.5x', 'Bug 0.5x', 'Dark 0.5x']","['Flying 2x', 'Fairy 2x', 'Psychic 2x']",https://cdn.bulbagarden.net/upload/thumb/8/8e/067Machoke.png/250px-067Machoke.png,"Its muscular body is so powerful, it must wear a power save belt to be able to regulate its motions.","['Guts or No Guard', 'Steadfast (Hidden Ability)']",
#068,Machamp,Kairiky,Superpower Pokémon,"['HP: 90', 'Attack: 130', 'Defense: 80', 'Sp.Atk: 65', 'Sp.Def: 85', 'Speed: 55', 'Total: 505']",Fighting,"['Rock 0.5x', 'Bug 0.5x', 'Dark 0.5x']","['Flying 2x', 'Fairy 2x', 'Psychic 2x']",https://cdn.bulbagarden.net/upload/thumb/8/8f/068Machamp.png/250px-068Machamp.png,"Using its heavy muscles, it throws powerful punches that can send the victim clear over the horizon.","['Guts or No Guard', 'Steadfast (Hidden Ability)']",
#069,Bellsprout,Madatsubomi,Flower Pokémon,"['HP: 50', 'Attack: 75', 'Defense: 35', 'Sp.Atk: 70', 'Sp.Def: 30', 'Speed: 40', 'Total: 300']",Grass/Poison,"['Fighting 0.5x', 'Grass 0.25x', 'Electric 0.5x', 'Fairy 0.5x', 'Water 0.5x']","['Flying 2x', 'Psychic 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/a/a2/069Bellsprout.png/250px-069Bellsprout.png,A carnivorous Pokémon that traps and eats bugs. It uses its root feet to soak up needed moisture.,"['Chlorophyll', 'Gluttony (Hidden Ability)']",
#070,Weepinbell,Utsudon,Flycatcher Pokémon,"['HP: 65', 'Attack: 90', 'Defense: 50', 'Sp.Atk: 85', 'Sp.Def: 45', 'Speed: 55', 'Total: 390']",Grass/Poison,"['Fighting 0.5x', 'Grass 0.25x', 'Electric 0.5x', 'Fairy 0.5x', 'Water 0.5x']","['Flying 2x', 'Psychic 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/9/9f/070Weepinbell.png/250px-070Weepinbell.png,It spits out PoisonPowder to immobilize the enemy and then finishes it with a spray of Acid.,"['Chlorophyll', 'Gluttony (Hidden Ability)']",
#071,Victreebel,Utsubot,Flycatcher Pokémon,"['HP: 80', 'Attack: 105', 'Defense: 65', 'Sp.Atk: 100', 'Sp.Def: 60', 'Speed: 70', 'Total: 480']",Grass/Poison,"['Fighting 0.5x', 'Grass 0.25x', 'Electric 0.5x', 'Fairy 0.5x', 'Water 0.5x']","['Flying 2x', 'Psychic 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/b/be/071Victreebel.png/250px-071Victreebel.png,"Said to live in huge colonies deep in jungles, although no one has ever returned from there.","['Chlorophyll', 'Gluttony (Hidden Ability)']",
#072,Tentacool,Menokurage,Jellyfish Pokémon,"['HP: 40', 'Attack: 40', 'Defense: 35', 'Sp.Atk: 50', 'Sp.Def: 100', 'Speed: 70', 'Total: 335']",Water/Poison,"['Poison 0.5x', 'Fighting 0.5x', 'Bug 0.5x', 'Fairy 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Ice 0.5x']","['Ground 2x', 'Electric 2x', 'Psychic 2x']",https://cdn.bulbagarden.net/upload/thumb/4/4e/072Tentacool.png/250px-072Tentacool.png,Drifts in shallow seas. Anglers who hook them by accident are often punished by its stinging acid.,"['Clear Body or Liquid Ooze', 'Rain Dish (Hidden Ability)']",
#073,Tentacruel,Dokukurage,Jellyfish Pokémon,"['HP: 80', 'Attack: 70', 'Defense: 65', 'Sp.Atk: 80', 'Sp.Def: 120', 'Speed: 100', 'Total: 515']",Water/Poison,"['Poison 0.5x', 'Fighting 0.5x', 'Bug 0.5x', 'Fairy 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Ice 0.5x']","['Ground 2x', 'Electric 2x', 'Psychic 2x']",https://cdn.bulbagarden.net/upload/thumb/f/f6/073Tentacruel.png/250px-073Tentacruel.png,"The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey.","['Clear Body or Liquid Ooze', 'Rain Dish (Hidden Ability)']",
#074,Geodude,Isitsubute,Rock Pokémon,"['HP: 40', 'Attack: 80', 'Defense: 100', 'Sp.Atk: 30', 'Sp.Def: 30', 'Speed: 20', 'Total: 300']",Rock/Ground,"['Normal 0.5x', 'Flying 0.5x', 'Poison 0.25x', 'Rock 0.5x', 'Fire 0.5x']","['Ground 2x', 'Fighting 2x', 'Grass 4x', 'Steel 2x', 'Water 4x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/9/98/074Geodude.png/250px-074Geodude.png,"Found in fields and mountains. Mistaking them for boulders, people often step or trip on them.","['Rock Head or Sturdy (Geodude)', 'Magnet Pull or Sturdy (Alolan Geodude)', 'Sand Veil (Geodude Hidden Ability)', 'Galvanize (Alolan Geodude Hidden Ability)']",
#075,Graveler,Golone,Rock Pokémon,"['HP: 55', 'Attack: 95', 'Defense: 115', 'Sp.Atk: 45', 'Sp.Def: 45', 'Speed: 35', 'Total: 390']",Rock/Ground,"['Normal 0.5x', 'Flying 0.5x', 'Poison 0.25x', 'Rock 0.5x', 'Fire 0.5x']","['Ground 2x', 'Fighting 2x', 'Grass 4x', 'Steel 2x', 'Water 4x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/7/75/075Graveler.png/250px-075Graveler.png,Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.,"['Rock Head or Sturdy (Graveler)', 'Magnet Pull or Sturdy (Alolan Graveler)', 'Sand Veil (Graveler Hidden Ability)', 'Galvanize (Alolan Graveler Hidden Ability)']",
#076,Golem,Golonya,Megaton Pokémon,"['HP: 80', 'Attack: 110', 'Defense: 130', 'Sp.Atk: 55', 'Sp.Def: 65', 'Speed: 45', 'Total: 485']",Rock/Ground,"['Normal 0.5x', 'Flying 0.5x', 'Poison 0.25x', 'Rock 0.5x', 'Fire 0.5x']","['Ground 2x', 'Fighting 2x', 'Grass 4x', 'Steel 2x', 'Water 4x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/f/f2/076Golem.png/250px-076Golem.png,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage.,"['Rock Head or Sturdy (Golem)', 'Magnet Pull or Sturdy (Alolan Golem)', 'Sand Veil (Golem Hidden Ability)', 'Galvanize (Alolan Golem Hidden Ability)']",
#077,Ponyta,Ponyta,Fire Horse Pokémon,"['HP: 50', 'Attack: 85', 'Defense: 55', 'Sp.Atk: 65', 'Sp.Def: 65', 'Speed: 90', 'Total: 410']",Fire,"['Bug 0.5x', 'Grass 0.5x', 'Fairy 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Ice 0.5x']","['Ground 2x', 'Rock 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/3/3b/077Ponyta.png/250px-077Ponyta.png,Its hooves are 10 times harder than diamonds. It can trample anything completely flat in little time.,"['Run Away or Flash Fire', 'Flame Body (Hidden Ability)']",
#078,Rapidash,Gallop,Fire Horse Pokémon,"['HP: 65', 'Attack: 100', 'Defense: 70', 'Sp.Atk: 80', 'Sp.Def: 80', 'Speed: 105', 'Total: 500']",Fire,"['Bug 0.5x', 'Grass 0.5x', 'Fairy 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Ice 0.5x']","['Ground 2x', 'Rock 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/3/3f/078Rapidash.png/250px-078Rapidash.png,"Very competitive, this Pokémon will chase anything that moves fast in the hopes of racing it.","['Run Away or Flash Fire', 'Flame Body (Hidden Ability)']",
#079,Slowpoke,Yadon,Dopey Pokémon,"['HP: 90', 'Attack: 65', 'Defense: 65', 'Sp.Atk: 40', 'Sp.Def: 40', 'Speed: 15', 'Total: 315']",Water/Psychic,"['Fighting 0.5x', 'Psychic 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Ice 0.5x']","['Bug 2x', 'Grass 2x', 'Electric 2x', 'Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/7/70/079Slowpoke.png/250px-079Slowpoke.png,Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack.,"['Oblivious or Own Tempo', 'Regenerator (Hidden Ability)']",
#080,Slowbro,Yadoran,Hermit Crab Pokémon,"['HP: 95', 'Attack: 75', 'Defense: 110', 'Sp.Atk: 100', 'Sp.Def: 80', 'Speed: 30', 'Total: 490']",Water/Psychic,"['Fighting 0.5x', 'Psychic 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Ice 0.5x']","['Bug 2x', 'Grass 2x', 'Electric 2x', 'Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/8/80/080Slowbro.png/250px-080Slowbro.png,The Shellder that is latched onto Slowpoke's tail is said to feed on the host's left over scraps.,"['Oblivious or Own Tempo (Slowbro)', 'Regenerator (Hidden Ability)', 'Shell Armor (Mega Slowbro)']",
#081,Magnemite,Coil,Magnet Pokémon,"['HP: 25', 'Attack: 35', 'Defense: 70', 'Sp.Atk: 95', 'Sp.Def: 55', 'Speed: 45', 'Total: 325']",Electric/Steel,"['Normal 0.5x', 'Flying 0.25x', 'Rock 0.5x', 'Dragon 0.5x', 'Bug 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Fairy 0.5x', 'Psychic 0.5x', 'Steel 0.25x', 'Ice 0.5x']","['Ground 4x', 'Fighting 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/6/6c/081Magnemite.png/250px-081Magnemite.png,Uses anti-gravity to stay suspended. Appears without warning and uses Thunder Wave and similar moves.,"['Magnet Pull or Sturdy', 'Analytic (Hidden Ability)']",
#082,Magneton,Rarecoil,Magnet Pokémon,"['HP: 50', 'Attack: 60', 'Defense: 95', 'Sp.Atk: 120', 'Sp.Def: 70', 'Speed: 70', 'Total: 465']",Electric/Steel,"['Normal 0.5x', 'Flying 0.25x', 'Rock 0.5x', 'Dragon 0.5x', 'Bug 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Fairy 0.5x', 'Psychic 0.5x', 'Steel 0.25x', 'Ice 0.5x']","['Ground 4x', 'Fighting 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/7/72/082Magneton.png/250px-082Magneton.png,Formed by several Magnemites linked together. They frequently appear when sunspots flare up.,"['Magnet Pull or Sturdy', 'Analytic (Hidden Ability)']",
#083,Farfetchd,Kamonegi,Wild Duck Pokémon,"['HP: 52', 'Attack: 65', 'Defense: 55', 'Sp.Atk: 58', 'Sp.Def: 62', 'Speed: 60', 'Total: 352']",Normal/Flying,"['Bug 0.5x', 'Grass 0.5x']","['Rock 2x', 'Electric 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/f/f8/083Farfetch%27d.png/250px-083Farfetch%27d.png,The sprig of green onions it holds is its weapon. It is used much like a metal sword.,"['Keen Eye or Inner Focus', 'Defiant (Hidden Ability)']",
#084,Doduo,Dodo,Twin Bird Pokémon,"['HP: 35', 'Attack: 85', 'Defense: 45', 'Sp.Atk: 35', 'Sp.Def: 35', 'Speed: 75', 'Total: 310']",Normal/Flying,"['Bug 0.5x', 'Grass 0.5x']","['Rock 2x', 'Electric 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/5/54/084Doduo.png/250px-084Doduo.png,A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.,"['Run Away or Early Bird', 'Tangled Feet (Hidden Ability)']",
#085,Dodrio,Dodorio,Triple Bird Pokémon,"['HP: 60', 'Attack: 110', 'Defense: 70', 'Sp.Atk: 60', 'Sp.Def: 60', 'Speed: 100', 'Total: 460']",Normal/Flying,"['Bug 0.5x', 'Grass 0.5x']","['Rock 2x', 'Electric 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/9/93/085Dodrio.png/250px-085Dodrio.png,"Uses its three brains to execute complex plans. While two heads sleep, one head stays awake.","['Run Away or Early Bird', 'Tangled Feet (Hidden Ability)']",
#086,Seel,Pawou,Sea Lion Pokémon,"['HP: 65', 'Attack: 45', 'Defense: 55', 'Sp.Atk: 45', 'Sp.Def: 70', 'Speed: 45', 'Total: 325']",Water,"['Steel 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Ice 0.5x']","['Grass 2x', 'Electric 2x']",https://cdn.bulbagarden.net/upload/thumb/1/1f/086Seel.png/250px-086Seel.png,The protruding horn on its head is very hard. It is used for bashing through thick ice.,"['Thick Fat or Hydration', 'Ice Body (Hidden Ability)']",
#087,Dewgong,Jugon,Sea Lion Pokémon,"['HP: 90', 'Attack: 70', 'Defense: 80', 'Sp.Atk: 70', 'Sp.Def: 95', 'Speed: 70', 'Total: 475']",Water/Ice,"['Water 0.5x', 'Ice 0.25x']","['Rock 2x', 'Fighting 2x', 'Grass 2x', 'Electric 2x']",https://cdn.bulbagarden.net/upload/thumb/c/c7/087Dewgong.png/250px-087Dewgong.png,Stores thermal energy in its body. Swims at a steady 8 knots even in intensely cold waters.,"['Thick Fat or Hydration', 'Ice Body (Hidden Ability)']",
#088,Grimer,Betbeter,Sludge Pokémon,"['HP: 80', 'Attack: 80', 'Defense: 50', 'Sp.Atk: 40', 'Sp.Def: 50', 'Speed: 25', 'Total: 325']",Poison,"['Poison 0.5x', 'Fighting 0.5x', 'Bug 0.5x', 'Grass 0.5x', 'Fairy 0.5x']","['Ground 2x', 'Psychic 2x']",https://cdn.bulbagarden.net/upload/thumb/a/a0/088Grimer.png/250px-088Grimer.png,Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.,"['Stench or Sticky Hold (Grimer)', 'Poison Touch or Gluttony (Alolan Grimer)', 'Poison Touch (Grimer Hidden Ability)', 'Power of Alchemy (Alolan Grimer Hidden Ability)']",
#089,Muk,Betbeton,Sludge Pokémon,"['HP: 105', 'Attack: 105', 'Defense: 75', 'Sp.Atk: 65', 'Sp.Def: 100', 'Speed: 50', 'Total: 500']",Poison,"['Poison 0.5x', 'Fighting 0.5x', 'Bug 0.5x', 'Grass 0.5x', 'Fairy 0.5x']","['Ground 2x', 'Psychic 2x']",https://cdn.bulbagarden.net/upload/thumb/7/7c/089Muk.png/250px-089Muk.png,"Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison.","['Stench or Sticky Hold (Muk)', 'Poison Touch or Gluttony (Alolan Muk)', 'Poison Touch (Muk Hidden Ability)', 'Power of Alchemy (Alolan Muk Hidden Ability)']",
#090,Shellder,Shellder,Bivalve Pokémon,"['HP: 30', 'Attack: 65', 'Defense: 100', 'Sp.Atk: 45', 'Sp.Def: 25', 'Speed: 40', 'Total: 305']",Water,"['Steel 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Ice 0.5x']","['Grass 2x', 'Electric 2x']",https://cdn.bulbagarden.net/upload/thumb/4/40/090Shellder.png/250px-090Shellder.png,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,"['Shell Armor or Skill Link', 'Overcoat (Hidden Ability)']",
#091,Cloyster,Parshen,Bivalve Pokémon,"['HP: 50', 'Attack: 95', 'Defense: 180', 'Sp.Atk: 85', 'Sp.Def: 45', 'Speed: 70', 'Total: 525']",Water/Ice,"['Water 0.5x', 'Ice 0.25x']","['Rock 2x', 'Fighting 2x', 'Grass 2x', 'Electric 2x']",https://cdn.bulbagarden.net/upload/thumb/1/1d/091Cloyster.png/250px-091Cloyster.png,"When attacked, it launches its horns in quick volleys. Its innards have never been seen.","['Shell Armor or Skill Link', 'Overcoat (Hidden Ability)']",
#092,Gastly,Ghos,Gas Pokémon,"['HP: 30', 'Attack: 35', 'Defense: 30', 'Sp.Atk: 100', 'Sp.Def: 35', 'Speed: 80', 'Total: 310']",Ghost/Poison,"['Poison 0.25x', 'Bug 0.25x', 'Grass 0.5x', 'Fairy 0.5x']","['Psychic 2x', 'Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/c/ca/092Gastly.png/250px-092Gastly.png,"Almost invisible, this gaseous Pokémon cloaks the target and puts it to sleep without notice.",['Levitate'],
